iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms
218,0,0.018508,1.519947,0.313728,0.002672,1.836347,13.615360,15.645693,31.116472
219,0,0.018557,1.389287,0.312589,0.002779,1.704655,13.533434,16.560674,31.817944
220,0,0.020827,1.494223,0.323635,0.002792,1.820650,12.748426,16.585043,31.175393
221,0,0.020111,1.416934,0.317900,0.010029,1.744863,13.712960,15.574540,31.052897
222,0,0.038746,1.598852,0.303009,0.002930,1.904791,13.452057,15.674026,31.070135
223,0,0.018390,1.625404,0.355201,0.003647,1.984252,13.686765,15.452822,31.142787
224,0,0.015691,1.595160,0.354565,0.002999,1.952724,13.827418,15.459847,31.256211
225,0,0.018837,1.458443,0.344544,0.002945,1.805932,13.830962,16.510454,32.166672
226,0,0.021899,1.517879,0.397489,0.002914,1.918282,13.625514,15.603927,31.170335
227,0,0.023037,1.454400,0.320833,0.003058,1.778291,13.267550,15.599416,30.668822
228,0,0.022223,1.541754,0.320658,0.002920,1.865332,14.643356,15.605141,32.136713
229,0,0.022982,1.528675,0.320553,0.002693,1.851921,13.569856,15.615569,31.060836
230,0,0.021797,1.603472,0.308997,0.002642,1.915111,13.506201,15.633624,31.077347
231,0,0.023961,1.624415,0.325501,0.002807,1.952723,13.844706,15.724208,31.546125
232,0,0.023724,1.589502,0.329970,0.002999,1.922471,13.521066,15.717683,31.185425
233,0,0.022138,1.623240,0.315163,0.002772,1.941175,13.516882,15.632301,31.113005
234,0,0.016997,1.572854,0.471716,0.002871,2.047441,12.587221,15.643270,30.295428
235,0,0.021828,1.511402,0.358247,0.003066,1.872715,13.682986,16.499002,32.077042
236,0,0.022634,1.980110,0.361024,0.003795,2.344929,12.658291,15.481524,30.507926
237,0,0.020589,1.257594,0.343283,0.002982,1.603859,14.589083,15.585439,31.799352
238,0,0.019158,1.479443,0.294280,0.002711,1.776434,13.887336,15.580191,31.263595
239,0,0.019981,1.422217,0.317437,0.002649,1.742303,13.904844,15.573867,31.241470
240,0,0.020593,1.343121,0.471293,0.003156,1.817570,14.040095,15.713943,31.592606
241,0,0.018896,1.633931,0.369994,0.002838,2.006763,13.278211,15.567180,30.871464
242,0,0.020561,1.619996,0.321479,0.002766,1.944241,13.552990,16.641336,32.159617
243,0,0.023449,1.492292,0.328874,0.002725,1.823891,13.617779,15.635629,31.101147
244,0,0.020604,1.474966,0.339395,0.002484,1.816845,14.819211,15.637336,32.294529
245,0,0.019570,1.631641,0.321340,0.002738,1.955719,13.878538,15.725008,31.579326
246,0,0.029884,1.777243,0.304663,0.002598,2.084504,12.527706,16.496379,31.139159
247,0,0.019594,1.660394,0.393977,0.002627,2.056998,13.638471,15.572100,31.287560
248,0,0.019586,1.285438,0.298956,0.002771,1.587165,14.075134,15.354529,31.036798
249,0,0.020066,1.395900,0.323294,0.002761,1.721955,14.058016,15.573139,31.373584
250,0,0.017638,1.456427,0.315667,0.002750,1.774844,13.796045,15.541468,31.130506
251,0,0.021626,1.509163,0.327677,0.003133,1.839973,13.747287,15.573107,31.182353
252,0,0.016790,1.444026,0.316806,0.002941,1.763773,14.090935,15.632610,31.504521
253,0,0.017440,1.387456,0.325621,0.002603,1.715680,13.667249,15.833122,31.233873
254,0,0.017596,1.442109,0.308320,0.002638,1.753067,14.337392,15.559144,31.667673
255,0,0.021319,1.249830,0.308424,0.002719,1.560973,14.148882,15.559781,31.291334
256,0,0.019533,1.494786,0.375067,0.002382,1.872235,14.048224,15.607853,31.548346
257,0,0.019413,1.626855,0.318982,0.002786,1.948623,13.487997,15.778682,31.235365
258,0,0.023708,1.685235,0.303776,0.002550,1.991561,13.479463,15.785738,31.281019
259,0,0.023415,1.725615,0.350066,0.002642,2.078323,13.422699,15.608817,31.133731
260,0,0.021073,1.495597,0.335716,0.003220,1.834533,13.977824,15.645761,31.479697
261,0,0.036105,1.554531,0.312523,0.002840,1.869894,13.912913,15.512121,31.331514
262,0,0.021274,1.857172,0.307280,0.002896,2.167348,13.610302,15.645145,31.444581
263,0,0.022095,1.462122,0.357947,0.003129,1.823198,13.442699,15.645718,30.934385
264,0,0.025382,1.490376,0.300125,0.002570,1.793071,14.497406,15.672082,31.988612
265,0,0.024546,1.592555,0.317531,0.002478,1.912564,12.444716,15.636063,30.018689
266,0,0.030779,1.678112,0.482947,0.003020,2.164079,12.847403,15.739002,30.781815
267,0,0.025703,1.759125,0.644479,0.002972,2.406576,13.022075,16.632277,32.087181
268,0,0.018842,1.738318,0.322449,0.002876,2.063643,12.738263,16.584272,31.405723
269,0,0.032327,1.476973,0.408792,0.002890,1.888655,12.768968,15.723847,30.414180
270,0,0.019776,1.643017,0.377818,0.003031,2.023866,13.580136,16.552064,32.176464
271,0,0.019762,1.930972,0.465599,0.002886,2.399457,12.413182,16.624000,31.456973
272,0,0.021294,1.467124,0.371276,0.003007,1.841407,13.538038,15.641498,31.042783
273,0,0.034896,1.586802,0.314998,0.002949,1.904749,13.716248,15.655127,31.311593
274,0,0.019067,1.641566,0.308122,0.002666,1.952354,13.589823,15.621037,31.182784
275,0,0.020787,1.466325,0.311854,0.002780,1.780959,2.645991,12.504986,16.953230
276,0,0.021569,1.470214,0.351321,0.002822,1.824357,13.533798,15.652875,31.033264
277,0,0.023195,1.674448,0.298146,0.002668,1.975262,13.702668,15.866237,31.567873
278,0,0.023951,1.547873,0.492809,0.005011,2.045693,12.883092,15.642413,30.595685
279,0,0.025642,1.749613,0.476173,0.005129,2.230915,13.920726,15.627206,31.804994
280,0,0.022316,2.024385,0.479482,0.003272,2.507139,13.151378,15.885054,31.566483
281,0,0.024108,2.009817,0.349083,0.003331,2.362231,13.004776,15.696281,31.087941
282,0,0.018901,1.622558,0.361058,0.002927,1.986543,13.235558,15.540017,30.781470
283,0,0.033814,1.476746,0.352843,0.003028,1.832617,13.748011,15.744001,31.358966
284,0,0.024241,1.723713,0.301662,0.002334,2.027709,13.673448,15.513791,31.239727
285,0,0.021857,1.561829,0.337731,0.003025,1.902585,13.884325,15.630161,31.439353
286,0,0.239891,1.762069,0.307189,0.002799,2.072057,13.846164,15.797526,31.956323
287,0,0.020170,1.627694,0.308039,0.002880,1.938613,13.554336,15.686489,31.200051
288,0,0.021842,1.501909,0.344461,0.002972,1.849342,13.623492,15.655523,31.150720
289,0,0.032224,1.710012,0.382403,0.003549,2.095964,13.812368,15.708126,31.649938
290,0,0.023847,1.902433,0.383272,0.003489,2.289194,13.198505,15.617580,31.129809
291,0,0.022990,2.183900,0.416620,0.002957,2.603477,13.025941,15.725196,31.378103
292,0,0.021622,1.723288,0.329714,0.002773,2.055775,13.577542,15.830146,31.485674
293,0,0.021093,1.650530,0.318146,0.002809,1.971485,13.627033,15.792492,31.412634
294,0,0.025169,2.097788,0.429862,0.002822,2.530472,12.577891,15.841245,30.975281
295,0,0.027266,1.583384,0.322794,0.002671,1.908849,13.992627,15.770211,31.699469
296,0,0.023288,1.663081,0.318278,0.002938,1.984297,12.806851,15.701716,30.516661
297,0,0.021461,1.548527,0.318490,0.002686,1.869703,13.329546,15.661737,30.883072
298,0,0.022111,1.743904,0.325247,0.002851,2.072002,13.211367,15.595105,30.901031
299,0,0.026640,1.482340,0.330714,0.003101,1.816155,13.588457,16.676041,32.107843
300,0,0.031336,2.083409,0.373144,0.003269,2.459822,12.883177,15.768752,31.143691
301,0,0.027102,1.788678,0.339088,0.003962,2.131728,12.735638,15.657559,30.552517
302,0,0.070079,1.667240,0.316814,0.002507,1.986561,13.594029,15.654629,31.305679
303,0,0.020432,1.697198,0.357543,0.002651,2.057392,13.545340,16.466137,32.089865
304,0,0.022196,1.554063,0.406190,0.004703,1.964956,13.636841,15.485220,31.109696
305,0,0.023234,1.502685,0.334422,0.002650,1.839757,13.714403,15.429762,31.007753
306,0,0.019026,1.306219,0.311272,0.002902,1.620393,14.001114,16.472178,32.113137
307,0,0.018695,1.273687,0.306780,0.002421,1.582888,14.883405,15.583240,32.068724
308,0,0.020366,1.467788,0.328930,0.002613,1.799331,13.703703,15.627953,31.151768
309,0,0.023172,1.422296,0.328509,0.002649,1.753454,13.809904,15.634162,31.221203
310,0,0.021949,1.478162,0.320501,0.003158,1.801821,13.973746,15.607236,31.405272
